genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Rap,Chris Brown,Pills & Automobiles,4YkwUfWSIxdKNLDXw0caFO,70,0.119,0.82,292910,0.696,0,G,0.231,-4.918,Minor,0.182,144.981,4/4,0.617
Rap,G-Eazy,Calm Down,7xq3uN2toVZ8IbNzfTucyJ,69,0.000175,0.537,127427,0.624,2.2e-06,B,0.116,-8.794,Major,0.325,102.315,4/4,0.409
Rap,J. Cole,FRIENDS (feat. kiLL edward),6onwlDmIVKE8bBgyBRSuS0,69,0.102,0.716,257646,0.652,0,F#,0.11,-7.909,Minor,0.398,109.295,5/4,0.494
Rap,SZA,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,69,0.493,0.578,231400,0.523,0,C,0.147,-5.538,Minor,0.0429,134.931,4/4,0.29
Rap,NF,Mansion,3nKRYKbGxhzv4BbwlLOcWU,69,0.566,0.428,323267,0.833,0,A#,0.0992,-4.491,Minor,0.302,150.712,4/4,0.399
Rap,Post Malone,Up There,2rKmNEYrQxaOPZrOWKZpOc,70,0.373,0.654,194827,0.378,1.07e-05,F,0.0971,-8.108,Minor,0.0322,72.976,4/4,0.437
Rap,Jaden Smith,SOHO,0gf2y5doKjsYaZJJZif4vz,72,0.342,0.547,208493,0.596,0.335,G#,0.148,-7.744,Minor,0.192,159.985,4/4,0.368
Rap,Joyner Lucas,I'm Sorry,3dqxngWDgh4tb0VSb83nvc,70,0.252,0.746,349785,0.576,0,G#,0.074,-7.461,Major,0.414,110.2,4/4,0.337
Rap,50 Cent,P.I.M.P.,2D1hlMwWWXpkc3CZJ5U351,69,0.0485,0.673,249467,0.785,3.65e-06,A#,0.0397,-2.894,Minor,0.351,84.607,4/4,0.85
Rap,Joyner Lucas,I Don't Die,3NSmC1EQKOdUe6KhMrDDk5,71,0.099,0.743,224735,0.876,0,C#,0.119,-4.326,Major,0.301,149.041,4/4,0.574
Rap,Lil Xan,Lies (feat. Lil Skies),1hOoLI7psTWFbQ0oCNfcSF,72,0.0262,0.779,206387,0.626,0.00488,A#,0.114,-7.73,Minor,0.067,140.078,4/4,0.419
Rap,XXXTENTACION,Ayala (Outro),5xbrhx2tMMcN68IT3cJbhS,70,0.737,0.57,99707,0.285,0.0133,A,0.108,-14.125,Minor,0.0381,83.485,4/4,0.0973
Rap,Lil Peep,Cry Alone,4kQazx3VMaDKUG1IIaC94i,72,0.0366,0.637,167107,0.856,0.0308,C#,0.0809,-5.649,Major,0.0337,160.068,4/4,0.285
Rap,Jeezy,Put On,5dANgSy7v091dhiPnEXNrf,68,0.0027,0.649,321293,0.785,0,A,0.0859,-6.031,Minor,0.0369,137.618,4/4,0.294
Rap,Future,Temptation,2gXOzCwbVXACCaYRj4Qrep,70,0.164,0.66,167673,0.55,0.000204,E,0.199,-6.744,Major,0.184,130.004,4/4,0.299
Rap,Kesha,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,77,0.0991,0.755,199693,0.837,0,D,0.289,-2.718,Minor,0.142,120.028,4/4,0.714
Rap,T-Pain,Bartender,5kxddRG1RZaZROadk7iC4D,71,0.0611,0.675,238800,0.394,0,G#,0.214,-8.539,Major,0.133,104.987,4/4,0.405
Rap,6ix9ine,KOODA,0tYHqwTW4s6VuPWDSD7n7K,72,0.175,0.885,142582,0.641,0,C#,0.234,-4.455,Major,0.351,91.167,4/4,0.201
Rap,Mac Miller,Knock Knock,3uYm4MtU6jUQft2DtGqEoZ,67,0.0353,0.667,202807,0.922,0,E,0.364,-4.857,Minor,0.128,108.952,4/4,0.509
Rap,Kanye West,Gorgeous,23SZWX2IaDnxmhFsSLvkG2,67,0.0207,0.603,357653,0.713,0.000179,C#,0.431,-3.625,Minor,0.0317,91.953,4/4,0.12
Rap,Travis Scott,Oh My Dis Side (feat. Quavo),2rMFawCg4BW65jzbwztXAV,67,0.352,0.459,351253,0.623,0,C#,0.131,-4.45,Major,0.0489,126.018,4/4,0.205
Rap,Trippie Redd,Diamond Minds,6bKUUSlzDua0gt0g13OKqw,68,0.567,0.678,185828,0.477,0,G,0.11,-9.626,Major,0.0836,92.963,4/4,0.481
Rap,Kanye West,I Wonder,6bXOlIfGIWh7Tyn4oyvLQW,64,0.13,0.54,243440,0.476,0.000252,C,0.135,-8.658,Major,0.111,191.259,4/4,0.116
Rap,21 Savage,letter 2 my momma,55xNjVrGJxgqcEFqCyejTM,69,0.0531,0.864,194810,0.608,1.2e-05,C#,0.078,-10.567,Minor,0.275,80.225,4/4,0.963
Rap,Mac Miller,Stay,4brX8MJs5hxErgq48f9REO,68,0.566,0.742,326427,0.561,0.000135,F#,0.641,-7.017,Major,0.139,134.01,4/4,0.55
Rap,Drake,Summer Games,4HG1YiGBseVKzjyKcmAJen,71,0.477,0.775,247893,0.482,0.0456,C#,0.11,-11.269,Major,0.0357,136.016,4/4,0.134
Rap,blackbear,Weak When Ur Around,3UWkbO4emEOu9YUeOGq3vU,70,0.678,0.769,169500,0.323,0,D#,0.116,-12.887,Minor,0.0524,94.977,4/4,0.574
Rap,Frank Ocean,Provider,6R6ihJhRbgu7JxJKIbW57w,71,0.74,0.654,243238,0.325,2.14e-05,D,0.152,-11.925,Major,0.282,139.886,4/4,0.39
Rap,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,75,0.119,0.689,229747,0.521,8.41e-05,C,0.108,-5.845,Major,0.132,95.055,4/4,0.178
Rap,Eminem,Mockingbird,561jH07mF1jHuk7KlaeF0s,70,0.242,0.592,250760,0.678,0,E,0.182,-4.411,Minor,0.248,83.976,4/4,0.208
Rap,Drake,Crew Love,0V4l4GQhgnWQGtCWpvA7va,70,0.227,0.418,208813,0.546,0,C,0.229,-9.057,Minor,0.238,160.152,4/4,0.294
Rap,Saba,Photosynthesis,3DlgDXIYtnWtJKiB8bZQMv,69,0.536,0.777,201733,0.662,4.61e-06,G,0.593,-8.393,Major,0.27,111.13,4/4,0.634
Rap,Justin Timberlake,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,74,0.202,0.891,267267,0.714,0.000234,E,0.0521,-6.055,Minor,0.14,100.972,4/4,0.818
Rap,Future,Astronauts,2vs5ubqg8QUbfyWZpMfvWe,70,0.0402,0.732,169920,0.586,2.66e-06,C#,0.121,-7.868,Major,0.232,76.48,4/4,0.73
Rap,Trippie Redd,Dark Knight Dummo,4apiNNK0jp9uqn3JDG9My1,70,0.167,0.28,256163,0.821,0,G#,0.139,-2.864,Minor,0.111,181.444,3/4,0.254
Rap,Nicki Minaj,Truffle Butter,3keUgTGEoZJt0QkzTB6kHg,67,0.0525,0.896,219227,0.672,3.14e-05,A#,0.12,-6.875,Minor,0.0479,105.098,4/4,0.523
Rap,Mac Miller,Conversation Pt. 1,1oFEAWvPHP5TdSlmIs77sV,67,0.64,0.787,210253,0.472,5.22e-05,F#,0.11,-10.032,Minor,0.113,144.998,4/4,0.264
Rap,A Boogie Wit da Hoodie,Say A',3AMnOVxEHUgVrythGgqPhI,67,0.391,0.831,214854,0.814,0,F,0.109,-5.18,Major,0.474,161.041,4/4,0.846
Rap,Jeremih,Down On Me,0x3TibRgnSqzkcwrqBd4iX,72,0.0369,0.7,228453,0.598,0,D,0.111,-7.783,Major,0.114,160.041,4/4,0.594
Rap,Lil Uzi Vert,SideLine Watching (Hold Up),0VYhxVxH9ijmdHUKsON9Bk,66,0.281,0.747,191033,0.553,0,C#,0.117,-7.294,Major,0.117,141.888,4/4,0.262
Rap,Huncho Jack,Dubai Shit,6urLjX35oXXRYtcH1b3dCh,72,0.0595,0.767,228431,0.529,0,F,0.089,-4.421,Minor,0.0495,138.076,4/4,0.247
Rap,Ski Mask The Slump God,Save The Day (feat. Coi Leray & LouGotCash),0vkzRCT7wzqWCFJw5TN1MQ,72,0.00391,0.871,178720,0.751,0,F#,0.0853,-8.042,Minor,0.0788,139.984,4/4,0.787
Rap,XXXTENTACION,Touch Eem Body,2WOxBv9WElDqB0opEAbCC4,70,0.574,0.726,187907,0.419,0,B,0.381,-11.895,Minor,0.25,129.786,4/4,0.0644
Rap,Logic,Indica Badu,0jqBo5RYn008f4ZY8kPewW,68,0.0441,0.715,260320,0.723,0.000834,G,0.102,-3.263,Major,0.191,77.02,4/4,0.97
Rap,Ty Dolla $ign,Clout (feat. 21 Savage),1u0CD4fcBUB1xrG9fNgejh,70,0.136,0.88,200373,0.728,5.42e-05,A#,0.337,-6.939,Minor,0.205,160.976,4/4,0.715
Rap,Trippie Redd,Missing My Idols,5HnxL39pSgVVQMLP7WnSfv,68,0.0598,0.706,146923,0.637,0,G#,0.164,-7.284,Minor,0.37,85.819,4/4,0.528
Rap,Drake,Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe,69,0.0829,0.711,238120,0.254,0,C#,0.0865,-14.404,Minor,0.0863,79.904,4/4,0.253
Rap,Ski Mask The Slump God,COOLEST MONKEY IN THE JUNGLE,1D23GEeQ32aqLw5ZnY3Ivp,70,0.324,0.893,152213,0.676,0,A,0.0968,-4.867,Minor,0.227,125.923,4/4,0.804
Rap,SZA,Supermodel,5wTVNpi5WDByxBgKgUE6MU,69,0.651,0.612,181120,0.442,0,F#,0.26,-8.874,Major,0.289,119.235,5/4,0.253
Rap,Aminé,SHINE,1OWGLpptXlHLw1yibeHiHa,69,0.314,0.704,150000,0.517,6.36e-06,F,0.174,-7.999,Minor,0.312,139.857,4/4,0.443
Rap,Jon Bellion,Blu,4FUDWkguOUVpLRAVn5C20z,68,0.29,0.384,183344,0.465,2.22e-05,C,0.359,-8.554,Major,0.0341,131.604,4/4,0.636
Rap,21 Savage,My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,69,0.0974,0.862,148640,0.274,0.185,C,0.183,-5.818,Minor,0.484,77.493,4/4,0.146
Rap,Witt Lowry,HURT,4BBwTC4qpcMrU6d438Up1x,68,0.317,0.692,260769,0.729,0,C,0.293,-8.261,Major,0.418,129.896,4/4,0.327
Rap,Russ,Me You,4f1QbCjIAgQwnf7ms9NXWx,70,0.00196,0.702,164200,0.762,0.000451,G#,0.142,-2.733,Major,0.0328,95.019,4/4,0.233
Rap,Meek Mill,Pay You Back (feat. 21 Savage),0UNeNA0dcfUMsGxvLwf2p3,69,0.03,0.821,235263,0.694,0,A,0.411,-5.169,Major,0.229,85.047,4/4,0.23
Rap,Pitbull,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,77,0.0921,0.72,229360,0.802,0,C#,0.694,-5.797,Major,0.0582,124.043,4/4,0.723
Rap,Chance the Rapper,Smoke Break (feat. Future),1Uq3IOIy1CUlHUgP6vWpum,68,0.257,0.705,226494,0.453,0,D#,0.143,-8.174,Major,0.196,124.942,4/4,0.283
Rap,Future,Promise U That,7EB2UpfRbS4QVjZQlKLi3Z,70,0.338,0.638,205423,0.568,0,C#,0.487,-6.579,Minor,0.159,127.806,4/4,0.446
Rap,Rick Ross,Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,67,0.0125,0.57,270627,0.58,0,A#,0.0497,-5.547,Minor,0.209,171.917,4/4,0.405
Rap,Nelly,Country Grammar (Hot Shit),2Lg4kvhOrPhpGEZmSe7VAN,70,0.00802,0.872,287000,0.673,0,D,0.155,-6.879,Major,0.108,162.781,4/4,0.527
Rap,Vince Staples,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,70,0.445,0.915,183159,0.54,3.63e-05,G,0.11,-6.578,Major,0.0661,100.039,4/4,0.111
Rap,Kanye West,Amazing,0m3Ze0cy8qBHSsV2exAfCw,67,0.218,0.579,238333,0.545,0.0913,G#,0.0642,-8.354,Major,0.0418,73.034,4/4,0.483
Rap,Russ,Serious,2qfWkO1ZRcSdeHb1Cb3xIi,70,0.132,0.69,188947,0.635,0,C#,0.362,-7.624,Major,0.34,144.065,4/4,0.569
Rap,KIDS SEE GHOSTS,Cudi Montage,4kUZvXB3LC3an3HX6h0s17,69,0.401,0.729,197001,0.504,1.44e-06,G#,0.121,-6.784,Minor,0.0321,110.011,4/4,0.305
Rap,gianni & kyle,5 shots,303CrEPtIMzTxCOfdZBEzL,68,0.135,0.919,181710,0.45,0,C#,0.0577,-5.737,Major,0.0688,91.976,4/4,0.448
Rap,Tyga,Rack City,0srwKuJPH8yBzzFUJMBQM2,67,0.0471,0.927,203200,0.328,1.54e-05,C#,0.12,-10.969,Major,0.374,98.95,4/4,0.22
Rap,Russ,Cherry Hill,6qcuRcbz8DCLG6nG4or8Uo,68,0.161,0.681,222453,0.469,0.403,D,0.108,-10.803,Minor,0.0366,130.022,4/4,0.0373
Rap,Logic,Ballin,17N5FdRwJuv3UXQ7MHnbhF,70,0.0475,0.737,166080,0.854,0,D#,0.0905,-6.414,Minor,0.221,150.621,4/4,0.65
Rap,Mustard,Dangerous World (feat. Travis Scott & YG),4pM4yFNLj3pTiNXOZsWYxf,69,0.0735,0.812,165123,0.586,0,E,0.106,-6.505,Minor,0.0654,100.062,4/4,0.323
Rap,J. Cole,Change,3pjUyVbFmM96tYhSaKJwTt,69,0.642,0.58,331480,0.519,0.00116,B,0.0936,-10.653,Minor,0.251,107.401,4/4,0.242
Rap,Drake,8 Out Of 10,0zqy3ss4CwD6u4QPksS0nI,70,0.161,0.529,195720,0.69,0,D,0.498,-7.87,Major,0.74,170.54,4/4,0.311
Rap,The Weeknd,Try Me,4rv1ww0dUwFZcDVPqhcOcX,74,0.622,0.466,221107,0.672,0.00108,G#,0.147,-5.777,Minor,0.068,91.673,4/4,0.108
Rap,$uicideBoy$,2nd Hand,4yORBk6ZyYsJpnJchyZevc,74,0.0263,0.931,123481,0.422,0,G,0.102,-6.838,Major,0.168,139.974,4/4,0.102
Rap,Akon,I Wanna Love You,4xAk8Lw82G3YoVSOdVAsBx,69,0.0442,0.866,247067,0.46,0,C,0.323,-9.252,Major,0.0423,99.98,4/4,0.29
Rap,Post Malone,Feel,7MTIDmToGs0I5Oue9V0CHl,70,0.214,0.497,197120,0.507,4.79e-06,F,0.0948,-8.075,Minor,0.0585,119.432,4/4,0.192
Rap,6LACK,Luving U,5irqvOUbWsUefjZ8KPSQ66,70,0.0886,0.723,252893,0.471,0.000881,A#,0.112,-9.506,Major,0.122,121.962,4/4,0.135
Rap,Meek Mill,Respect The Game,6pUBrvKfJL4qmn95mxU7rC,68,0.0871,0.603,192099,0.67,0,D,0.326,-4.809,Major,0.25,89.842,4/4,0.159
Rap,Sean Kingston,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,77,0.15,0.762,225373,0.661,0,C#,0.256,-6.075,Minor,0.0687,130.009,4/4,0.769
Rap,Tyga,Floss In The Bank,1dYovbTTxX5lGJVEdEStm3,74,0.105,0.863,151275,0.77,0,G#,0.0499,-3.832,Minor,0.104,103.932,4/4,0.798
Rap,Ty Dolla $ign,Wavy (feat. Joe Moses),70mIuBKGTPrWMwWq9D4F56,70,0.0898,0.75,187671,0.491,0,B,0.109,-8.326,Major,0.117,105.008,4/4,0.711
Rap,Lil Baby,Southside,5lf3ajySox32qFvGEf2TFM,67,0.00271,0.811,173437,0.646,0,G#,0.191,-4.902,Minor,0.257,77.555,4/4,0.386
Rap,System Of A Down,Toxicity,0snQkGI5qnAmohLE7jTsTn,78,0.000264,0.413,218933,0.873,0.0025,G#,0.204,-4.151,Major,0.0535,116.681,3/4,0.481
Rap,Chingy,Right Thurr,0l3GEbH3CviUytD6iX4wzg,70,0.15,0.866,249800,0.749,0,D,0.0591,-3.977,Major,0.253,92.077,4/4,0.891
Rap,Quinn XCII,Autopilot,5yU3w1RzMZpSWytWAU9iyN,66,0.194,0.811,181520,0.621,0,A,0.128,-6.957,Major,0.0916,94.992,4/4,0.899
Rap,Kid Cudi,Just What I Am,4LoMziEaxdkrSMXtavIJqL,64,0.00231,0.653,228027,0.949,0,C#,0.41,-3.179,Major,0.12,140.002,4/4,0.372
Rap,Jacquees,B.E.D.,1B6TmCvKjC4dopBohVW51x,71,0.00368,0.739,236147,0.536,0,C#,0.0968,-6.501,Major,0.0587,122.022,4/4,0.193
Rap,The Weeknd,Party Monster,4F7A0DXBrmUAkp32uenhZt,74,0.188,0.572,249213,0.631,2.31e-05,C#,0.259,-8.389,Major,0.104,77.519,4/4,0.219
Rap,Future,Call the Coroner,1WlU4jsJ8AoTB96dgd8LJA,69,0.146,0.853,131756,0.805,0.0515,B,0.204,-3.331,Minor,0.202,134.55,4/4,0.879
Rap,Fetty Wap,My Way (feat. Monty),1WoOzgvz6CgH4pX6a1RKGp,68,0.00419,0.748,213053,0.741,0,F#,0.147,-3.103,Major,0.0531,128.077,4/4,0.537
Rap,Drake,Let’s Call It Off (feat. Peter Bjorn and John),4FDSPGncHRpr6yB8DD4CtI,69,0.00427,0.79,234176,0.731,0.29,A,0.157,-4.607,Minor,0.0327,127.403,4/4,0.938
Rap,OneRepublic,Connection,3T4UodGkfZObJ43RtA5KFU,78,0.000837,0.611,148460,0.602,0,F,0.112,-4.89,Major,0.0437,168.154,4/4,0.624
Rap,ScHoolboy Q,THat Part,2yJ9GVCLMmzBBfQAnfzlwr,69,0.0855,0.927,313573,0.535,0,F#,0.136,-7.59,Minor,0.0911,112.96,4/4,0.336
Rap,Logic,Gang Related,1Kp6WFxRzc0sRBmGSgIYat,67,0.209,0.597,167320,0.856,0.0159,A#,0.278,-7.089,Minor,0.0431,131.95,4/4,0.771
Rap,Taio Cruz,Dynamite,1DqdF42leyFIzqNDv9CjId,71,0.00332,0.754,203867,0.804,0,E,0.0329,-3.177,Major,0.0853,119.968,4/4,0.818
Rap,Saweetie,ICY GRL,5TlWkwZyx3L5Dh3yybmxHO,71,0.0306,0.927,109302,0.563,0,G,0.0736,-5.827,Major,0.175,103.312,4/4,0.842
Rap,Lil Uzi Vert,Seven Million (feat. Future),6j0teRL3WdExzqmy334sh5,66,0.051,0.886,182491,0.629,7.66e-06,C#,0.121,-4.404,Minor,0.306,158.002,4/4,0.487
Rap,Kendrick Lamar,XXX. FEAT. U2.,4iYRa2btalAzPZoSYfROqF,69,0.138,0.568,254200,0.619,1.67e-06,C#,0.11,-6.899,Major,0.414,170.115,4/4,0.293
Rap,Britney Spears,Toxic,6I9VzXrHxO9rA9A5euc8Ak,79,0.0249,0.774,198800,0.838,0.025,F,0.242,-3.914,Minor,0.114,143.04,4/4,0.924
Rap,Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,77,0.0215,0.688,192191,0.702,0,G,0.128,-4.792,Minor,0.0499,94.006,4/4,0.74
Rap,Jon Bellion,Guillotine,2FK1qmw8XNBqUe5CcgTVnE,66,0.106,0.614,208125,0.798,5.83e-06,E,0.0966,-3.16,Minor,0.142,98.127,4/4,0.593
Rap,Fetty Wap,Again,3ESSGgWzRf1xvP7G5hHMhB,67,0.0062,0.748,312240,0.733,0,B,0.329,-4.421,Minor,0.072,93.019,4/4,0.291
Rap,Gucci Mane,Kept Back (feat. Lil Pump) - Bonus Track,384Oc8MQzITdL2DGyCeivN,70,0.0713,0.907,177652,0.637,0,A#,0.0816,-5.498,Major,0.117,130.012,4/4,0.496
Rap,Lil Baby,To The Top,0T7GMqDSnmVEXUx5NIQfNn,66,0.0531,0.755,218200,0.547,0,G#,0.174,-10.327,Minor,0.186,112.949,4/4,0.349
Rap,Joyner Lucas,Just Let Go,05u5qeM36BBjaF9lsOyar2,71,0.373,0.645,266552,0.698,0,F,0.106,-6.525,Minor,0.376,139.867,4/4,0.5
Rap,Travis Scott,Mamacita,3SEd8nPd8MpGwk6ZZ8tk2j,67,0.0146,0.823,274320,0.768,1.03e-06,B,0.127,-6.21,Major,0.0819,115.021,4/4,0.216
Rap,Vic Mensa,Reverse (Ft. G-Eazy),3qAyjdhtnU2a14rrRKEkcE,71,0.031,0.836,211893,0.703,0,C,0.124,-4.731,Major,0.106,144.959,4/4,0.211
Rap,Big Sean,Moves,0Fv5N0cHBsl4bzCbollCAS,70,0.0541,0.789,142907,0.53,0,D,0.164,-6.2,Major,0.293,75.515,4/4,0.367
Rap,Rick Ross,Hustlin',3hQCHzkE5oSA3F1xM8bpcM,69,0.0898,0.505,254093,0.657,0,A,0.0606,-7.254,Major,0.288,135.995,4/4,0.666
Rap,Childish Gambino,Bonfire,799f6Ih1Pu4AUApMyXhxUc,66,0.0594,0.506,192947,0.745,0,G#,0.341,-6.044,Major,0.331,161.808,4/4,0.311
Rap,21 Savage,pad lock,5stbfxsPi8gcOH2LCuA4Le,68,0.0187,0.96,191360,0.55,0,F,0.112,-8.012,Minor,0.197,130.022,4/4,0.798
Rap,Travie McCoy,Billionaire (feat. Bruno Mars),2M9ULmQwTaTGmAdXaXpfz5,73,0.297,0.633,211160,0.673,0,F#,0.206,-6.403,Minor,0.258,86.776,4/4,0.659
Rap,Desiigner,Panda,275a9yzwGB6ncAW4SxY7q3,72,0.0235,0.72,247867,0.748,0,A#,0.369,-5.522,Minor,0.393,145.22,4/4,0.246
Rap,Travis Scott,Nightcrawler (feat. Swae Lee & Chief Keef),3xby7fOyqmeON8jsnom0AT,67,0.00134,0.522,321560,0.728,0,D#,0.132,-3.801,Minor,0.0323,124.045,4/4,0.18
Rap,Lil Mosey,Fu shit,1NIg3fX6x2A20W5vnuL0ED,68,0.382,0.666,158049,0.609,0,C#,0.128,-7.567,Major,0.0466,82.024,4/4,0.541
Rap,Miguel,Adorn,25cUhiAod71TIQSNicOaW3,66,0.0543,0.625,193147,0.576,4.07e-05,B,0.187,-5.693,Minor,0.175,179.063,4/4,0.235
Rap,Takeoff,She Gon Wink,5oeKHrUHPT4lUKrDRVlWNp,70,0.102,0.753,216214,0.736,0,C#,0.189,-6.157,Minor,0.0865,140.994,4/4,0.272
Rap,Kanye West,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,68,0.0158,0.597,235500,0.848,0,A,0.374,-4.835,Major,0.355,106.302,4/4,0.545
Rap,Jeremih,The Light,3oCJJksC12uFxkt3RQ7rbV,71,0.0178,0.83,179653,0.577,8.15e-05,E,0.0436,-5.156,Minor,0.256,92.973,4/4,0.63
Rap,Frank Ocean,Super Rich Kids,0725YWm6Z0TpZ6wrNk64Eb,68,0.269,0.592,304760,0.423,0,D#,0.207,-8.184,Minor,0.0904,60.014,4/4,0.607
Rap,Quinn XCII,Panama,4RtexJZ1OyRkDNlqVUt8Zt,67,0.57,0.73,247293,0.494,0,A#,0.158,-6.402,Major,0.0565,86.732,4/4,0.561
Rap,Kanye West,I Thought About Killing You,0yhxBvedRdGxsPZHJNI4VA,67,0.867,0.752,274187,0.396,0,D,0.0486,-7.932,Major,0.411,116.016,4/4,0.417
Rap,Kevin Gates,Federal Pressure (feat. Moneybagg Yo),73qvKxjIenqo9i0Z52I7Jc,66,0.0285,0.715,171494,0.652,0,A#,0.106,-7.016,Minor,0.274,139.945,4/4,0.612
Rap,Future,F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,71,0.0698,0.874,237400,0.568,1.38e-05,B,0.149,-5.896,Minor,0.224,139.995,4/4,0.46
Rap,Pusha T,If You Know You Know,6bGwKHXHNLmTy6yt147FPh,69,0.0186,0.46,202120,0.697,0,F#,0.362,-5.954,Minor,0.325,153.426,4/4,0.701
Rap,The Weeknd,Reminder,37F0uwRSrdzkBiuj0D5UHI,74,0.142,0.705,218880,0.505,0,G#,0.164,-6.923,Major,0.192,160.043,4/4,0.391
Rap,Lil Baby,This Week,3yIZgYN7AKO3cDueyhpuCS,67,0.00214,0.891,196864,0.525,0,A#,0.0887,-7.666,Minor,0.214,133.126,4/4,0.15
Rap,J. Cole,4 Your Eyez Only,1vvnYpYEMVB4aq9I6tHIEB,69,0.378,0.704,530253,0.481,7.09e-05,B,0.0874,-10.493,Minor,0.363,78.628,4/4,0.494
Rap,Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,80,0.26,0.706,199387,0.786,0,C,0.38,-3.417,Minor,0.0909,150.035,4/4,0.749
Rap,XXXTENTACION,Off the Wall!,0GRmh4ZlobfhvDE9L4CbOs,69,0.123,0.834,203494,0.374,0,C#,0.134,-10.173,Major,0.333,140.001,4/4,0.545
Rap,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,72,0.484,0.372,348853,0.477,0,G,0.0844,-9.838,Minor,0.0497,101.097,4/4,0.254
Rap,Logic,Black SpiderMan,7BKUWh5sdtdS17crohRe4L,68,0.111,0.622,331267,0.867,0.000104,C#,0.346,-5.298,Major,0.0893,140.011,4/4,0.339
Rap,KYLE,iSpy (feat. Kodak Black),3CLd7BfvgsBwBUI8kwFLU6,67,0.455,0.776,227779,0.724,0,G,0.109,-4.874,Major,0.216,74.987,4/4,0.677
Rap,Lil Peep,Problems,5e90dsXJMBw9ndBRiKP1ZA,70,0.000144,0.64,209213,0.558,0.865,C#,0.103,-7.078,Major,0.0271,115.007,4/4,0.207
Rap,Future,Unicorn Purp (feat. Young Thug & Gunna),2U3LJfQB0ALLxC7Yy0QW7l,70,0.0158,0.833,246916,0.761,1.41e-06,B,0.161,-4.905,Major,0.195,134.047,4/4,0.377
Rap,Logic,Alright,0lwkTJnLBVWvEnxtku7Msy,67,0.0504,0.807,218280,0.693,7.75e-06,B,0.0762,-5.056,Major,0.0481,127.035,4/4,0.142
Rap,Logic,Contra,7u90MSvVyEjL0c8icaE7jl,67,0.102,0.805,217147,0.824,0,C#,0.198,-5.844,Major,0.0534,126.012,4/4,0.649
Rap,2Pac,Dear Mama,6tDxrq4FxEL2q15y37tXT9,70,0.379,0.773,280000,0.542,0,F#,0.129,-7.136,Major,0.126,84.124,4/4,0.31
Rap,OutKast,The Way You Move (feat. Sleepy Brown) - Club Mix,5z7mYFfhw6N6f23VwrokJD,68,0.126,0.871,234000,0.597,0.000115,F,0.0638,-4.932,Minor,0.0464,125.999,4/4,0.635
Rap,"Tyler, The Creator",She (Featuring Frank Ocean),4y4KG66qCAN2TTevOAEjHy,64,0.256,0.351,253387,0.622,3.44e-05,G#,0.613,-6.495,Minor,0.235,83.375,4/4,0.457
Rap,Twista,Overnight Celebrity,2tOZtdbkAMQASWokLvSlzj,67,0.182,0.828,233360,0.792,0,A#,0.281,-5.435,Minor,0.179,134.199,4/4,0.777
Rap,Machine Gun Kelly,Till I Die,7rq7HvZrCie7MmiGm8pUVC,68,0.0311,0.864,212213,0.616,0,C,0.136,-7.027,Minor,0.112,110.043,4/4,0.347
Rap,Roddy Ricch,How It Is (feat. The Plug),1ogmtYEsS4ywfLIhMee5bu,72,0.00822,0.672,277551,0.6,0,C,0.0945,-9.318,Major,0.381,147.381,4/4,0.226
Rap,Post Malone,"Yours Truly, Austin Post",0LpiKjWMfZTkPPHonlM8nB,69,0.483,0.649,219147,0.618,2.53e-06,F#,0.166,-5.694,Major,0.0672,125.976,4/4,0.421
Rap,Drake,Talk Up (feat. Jay-Z),4ksuI04WMvUnJbHQjgs3L5,70,0.00359,0.758,223240,0.49,6.61e-06,B,0.292,-9.877,Major,0.139,140.116,4/4,0.335
Rap,A$AP Mob,Yamborghini High,2rqUblDWJKlMVwh9uJc0Vv,71,0.0283,0.838,302004,0.765,1.5e-05,G,0.0779,-6.299,Major,0.28,137.767,4/4,0.635
Rap,Ski Mask The Slump God,Far Gone (feat. Lil Baby),6RiMRVxOiEYd4QSu1cxrls,69,0.206,0.926,236587,0.444,0,C#,0.124,-9.024,Major,0.254,140.085,4/4,0.389
Rap,21 Savage,Numb,1vc2YF7ZvUtwr45HNpdGch,70,0.0438,0.839,271307,0.437,2.75e-06,F,0.131,-11.344,Minor,0.285,82.008,4/4,0.464
